RA,FASE,TURMA,NOME,INSTITUICAO_ENSINO_ALUNO,PEDRA,INDE,REC_AVAL_1,REC_AVAL_2,REC_AVAL_3,REC_AVAL_4,REC_PSICO,NIVEL_IDEAL,DEFASAGEM,DESTAQUE_IEG,DESTAQUE_IDA,DESTAQUE_IPV,ANO_BASE,IDADE_ALUNO_MISSING,INDE_MISSING,CG_MISSING,CF_MISSING,CT_MISSING,QTDE_AVAL_MISSING,IAA_MISSING,IEG_MISSING,IPS_MISSING,IDA_MISSING,NOTA_MAT_MISSING,NOTA_PORT_MISSING,NOTA_ING_MISSING,IPV_MISSING,IPP_MISSING,INSTITUICAO_ENSINO_ALUNO_MISSING,PEDRA_MISSING,REC_AVAL_1_MISSING,REC_AVAL_2_MISSING,REC_AVAL_3_MISSING,REC_AVAL_4_MISSING,REC_PSICO_MISSING,DESTAQUE_IEG_MISSING,DESTAQUE_IDA_MISSING,DESTAQUE_IPV_MISSING,ALTO_INDE,CAT_IDADE_ALUNO,CAT_ANO_INGRESSO,CAT_CG,CAT_CF,CAT_CT,CAT_QTDE_AVAL,CAT_IAA,CAT_IEG,CAT_IPS,CAT_IDA,CAT_NOTA_MAT,CAT_NOTA_PORT,CAT_NOTA_ING,CAT_IPV,CAT_IAN,CAT_IPP,CAT_PEDRA_ORDINAL,CAT_NOTA_MEDIA,CAT_TEMPO_PM,DEFASADO
RA-635,1,P,Aluno-635,Escola Pública,Quartzo,5.313,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Requer avaliação,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,5,1,3,1,1,1,1,1,1,2,1,1,1,1
RA-636,1,P,Aluno-636,Escola Pública,Ametista,7.189,Mantido na Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Requer avaliação,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,1,2,2,2,3,4,4,4,1,2,1,2,2,4,1,1
RA-637,1,P,Aluno-637,Escola Pública,Ametista,7.039,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,2,2,2,4,3,2,2,3,1,2,1,2,2,2,1,1
RA-638,1,P,Aluno-638,Escola Pública,Ametista,7.059,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,2,2,2,4,3,1,1,2,1,1,2,2,2,1,2,0
RA-639,1,P,Aluno-639,Escola Pública,Ágata,6.613,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,2,2,2,2,3,2,1,4,1,1,1,2,1,2,1,1
RA-640,1,P,Aluno-640,Escola Pública,Ágata,6.73,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,3,3,3,1,1,3,1,1,1,2,1,2,1,1
RA-641,1,P,Aluno-641,Escola Pública,Ametista,7.776,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,3,4,3,3,1,5,1,1,2,2,2,3,1,0
RA-642,1,P,Aluno-642,Escola Pública,Ametista,7.75,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Sem limitações,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,5,5,3,4,4,4,1,3,1,2,2,4,1,1
RA-643,1,P,Aluno-643,Escola Pública,Ágata,6.763,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,3,2,3,2,3,2,1,1,1,2,1,2,1,1
RA-644,1,P,Aluno-644,Escola Pública,Ametista,7.83,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,2,4,2,3,5,5,4,1,4,1,2,2,5,1,1
RA-645,1,P,Aluno-645,Escola Pública,Ágata,6.086,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,DESCONHECIDO,Requer avaliação,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,2,2,3,1,1,1,1,1,1,2,1,1,1,1
RA-646,1,R,Aluno-646,Escola Pública,Topázio,8.181,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,1,2,2,5,5,5,5,4,1,5,1,2,3,5,3,1
RA-647,1,R,Aluno-647,Escola Pública,Ágata,6.606,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,4,3,3,1,1,2,1,2,1,2,1,1,1,1
RA-648,1,R,Aluno-648,Escola Pública,Ágata,6.736,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Sem limitações,Fase 3 (7º e 8º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,2,2,2,3,2,3,2,2,2,1,3,1,2,1,2,3,1
RA-649,1,R,Aluno-649,Escola Pública,Ametista,7.302,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,DESCONHECIDO,Requer avaliação,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,2,2,2,2,3,2,4,3,5,1,3,1,2,2,4,3,1
RA-650,1,R,Aluno-650,Escola Pública,Ágata,7.004,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,DESCONHECIDO,Sem limitações,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,2,2,2,2,1,3,2,3,2,5,1,3,1,2,1,3,1,1
RA-651,1,R,Aluno-651,Escola Pública,Ametista,7.866,Mantido na Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,2,4,3,4,4,4,1,4,1,2,2,4,1,1
RA-652,1,R,Aluno-652,Escola Pública,Topázio,8.151,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,2,5,3,4,4,5,1,3,2,2,3,4,1,0
RA-653,1,R,Aluno-653,Escola Pública,Topázio,8.101,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,1,1,2,4,5,3,5,5,5,1,3,1,2,3,5,1,1
RA-654,1,R,Aluno-654,Escola Pública,Ametista,7.308,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,2,2,2,2,3,3,3,2,4,1,3,1,2,2,3,1,1
RA-655,1,R,Aluno-655,Escola Pública,Ametista,7.785,Mantido na Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,2,1,4,3,5,5,4,1,5,1,2,2,4,3,1
RA-656,1,R,Aluno-656,Escola Pública,Ágata,6.652,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,DESCONHECIDO,Requer avaliação,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,2,2,2,1,2,2,3,2,4,1,3,1,2,1,3,2,1
RA-657,1,R,Aluno-657,Escola Pública,Topázio,8.093,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,2,4,5,3,5,5,5,1,3,1,2,3,5,1,1
RA-658,1,U,Aluno-658,Escola Pública,Ametista,7.407,Promovido de Fase,Promovido de Fase,Não avaliado,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,1,5,4,3,2,2,3,1,4,1,2,2,2,1,1
RA-659,1,U,Aluno-659,Escola Pública,Ametista,7.783,Promovido de Fase,Promovido de Fase,Não avaliado,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,1,1,2,2,3,5,5,5,1,4,1,2,2,5,1,1
RA-660,1,U,Aluno-660,Escola Pública,Topázio,8.363,Promovido de Fase,Promovido de Fase,Não avaliado,DESCONHECIDO,Não atendido,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,4,4,3,3,2,4,1,5,2,2,3,3,1,0
RA-661,1,U,Aluno-661,Escola Pública,Ametista,7.593,Mantido na Fase atual,Promovido de Fase,Não avaliado,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,2,1,1,3,3,3,4,5,4,1,4,1,2,2,4,1,1
RA-662,1,U,Aluno-662,Escola Pública,Ametista,7.044,Mantido na Fase atual,Promovido de Fase,Não avaliado,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,1,3,3,3,3,2,4,1,1,1,2,2,3,1,1
RA-663,1,U,Aluno-663,Escola Pública,Ágata,6.376,Mantido na Fase atual,Promovido de Fase,Não avaliado,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,2,1,1,3,3,2,2,3,1,1,1,2,1,2,1,1
RA-664,1,U,Aluno-664,Escola Pública,Ametista,7.277,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,1,4,3,3,3,2,4,1,2,1,2,2,3,1,1
RA-665,1,U,Aluno-665,Escola Pública,Ágata,6.996,Mantido na Fase atual,Promovido de Fase,Não avaliado,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,1,3,2,3,3,3,3,1,2,1,2,1,3,1,1
RA-666,1,U,Aluno-666,Escola Pública,Ametista,7.929,Mantido na Fase atual,Promovido de Fase,Não avaliado,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,1,1,4,4,3,4,4,4,1,5,1,2,2,4,1,1
RA-667,1,U,Aluno-667,Escola Pública,Quartzo,5.844,Mantido na Fase atual,Promovido de Fase,Não avaliado,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,2,2,1,2,1,3,1,1,2,1,1,1,2,1,2,1,1
RA-668,1,U,Aluno-668,Escola Pública,Quartzo,4.365,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1
RA-669,1,U,Aluno-669,Escola Pública,Ametista,7.475,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,2,1,1,3,5,3,2,2,3,1,4,1,2,2,2,1,1
RA-670,1,U,Aluno-670,Escola Pública,Ametista,7.451,Promovido de Fase,Promovido de Fase,Não avaliado,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,1,1,2,3,3,3,3,4,1,4,1,2,2,3,1,1
RA-671,0,A,Aluno-671,Escola Pública,Ametista,7.617,Promovido de Fase,Mantido na Fase atual,Não avaliado,DESCONHECIDO,Sem limitações,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,1,1,2,2,5,5,5,5,1,2,1,2,2,5,1,1
RA-672,0,A,Aluno-672,Escola Pública,Ametista,7.48,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,DESCONHECIDO,Não atendido,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,1,1,2,3,5,5,5,5,1,1,1,2,2,5,1,1
RA-673,0,A,Aluno-673,Escola Pública,Topázio,8.65,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,DESCONHECIDO,Não atendido,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,1,1,2,4,5,5,5,5,1,5,2,2,3,5,1,0
RA-674,0,A,Aluno-674,Escola Pública,Ametista,7.862,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,DESCONHECIDO,Sem limitações,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,1,1,4,3,5,4,5,3,1,1,2,2,2,4,1,0
RA-675,0,A,Aluno-675,Escola Pública,Ametista,7.576,Mantido na Fase + Bolsa,Mantido na Fase atual,Não avaliado,DESCONHECIDO,Não atendido,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,1,1,5,1,5,4,5,2,1,2,2,2,2,4,1,0
RA-676,0,A,Aluno-676,Escola Pública,Ametista,7.911,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,DESCONHECIDO,Não atendido,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,2,3,5,5,5,5,1,4,1,2,2,5,1,1
RA-677,0,B,Aluno-677,Escola Pública,Topázio,8.358,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,DESCONHECIDO,Não atendido,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,5,4,3,4,4,3,1,5,2,2,3,4,1,0
RA-678,0,B,Aluno-678,Escola Pública,Ametista,8.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,DESCONHECIDO,Sem limitações,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,1,1,3,5,3,4,4,3,1,5,1,2,2,4,1,1
RA-679,0,B,Aluno-679,Escola Pública,Ametista,7.172,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,DESCONHECIDO,Sem limitações,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,1,1,3,2,3,3,3,2,1,4,1,2,2,3,2,1
RA-680,0,B,Aluno-680,Escola Pública,Ametista,7.518,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,1,1,4,3,3,4,4,3,1,3,1,2,2,4,3,1
RA-681,0,B,Aluno-681,Escola Pública,Ametista,7.204,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,DESCONHECIDO,Requer avaliação,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,1,1,2,3,3,3,3,3,1,4,1,2,2,3,1,1
RA-682,0,B,Aluno-682,Escola Pública,Ametista,7.625,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,2,1,1,4,4,3,3,4,3,1,4,1,2,2,3,1,1
RA-683,0,C,Aluno-683,Escola Pública,Ágata,6.011,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,DESCONHECIDO,Não atendido,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,1,1,2,1,3,1,4,1,1,4,1,2,1,1,1,1
